"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GBR","United Kingdom","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,2.87,"E","Estimated value"
"USA","United States","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,3.37,"E","Estimated value"
"BRA","Brazil","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,0.86,"E","Estimated value"
"CHL","Chile","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,1.95,"E","Estimated value"
"EST","Estonia","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,6.04,"E","Estimated value"
"ISR","Israel","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,1.13,"E","Estimated value"
"RUS","Russia","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,2.84,"E","Estimated value"
"SVN","Slovenia","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,9.82,"E","Estimated value"
"OECD","OECD - Total","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,4.32,"E","Estimated value"
"AUS","Australia","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,51148,,
"AUT","Austria","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,45988,,
"BEL","Belgium","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,48093,,
"CAN","Canada","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,48164,,
"CZE","Czech Republic","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,21185,,
"DNK","Denmark","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,49589,,
"FIN","Finland","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,40742,,
"FRA","France","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,40828,,
"DEU","Germany","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,43872,,
"GRC","Greece","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,26436,,
"HUN","Hungary","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,21399,,
"ISL","Iceland","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,56789,"E","Estimated value"
"IRL","Ireland","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,53286,,
"ITA","Italy","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,34744,,
"JPN","Japan","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,35672,,
"KOR","Korea","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,36653,,
"LUX","Luxembourg","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,61511,,
"MEX","Mexico","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,12850,,
"NLD","Netherlands","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,51003,,
"NZL","New Zealand","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,45183,"E","Estimated value"
"NOR","Norway","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,51718,,
"POL","Poland","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,23649,,
"PRT","Portugal","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,23977,,
"SVK","Slovak Republic","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,22151,,
"ESP","Spain","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,36013,,
"SWE","Sweden","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,40994,,
"CHE","Switzerland","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,57082,,
"TUR","Turkey","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,15992,"E","Estimated value"
"GBR","United Kingdom","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,41659,,
"USA","United States","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,57139,,
"BRA","Brazil","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,10229,"E","Estimated value"
"CHL","Chile","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,21370,"E","Estimated value"
"EST","Estonia","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,21020,,
"ISR","Israel","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,29635,,
"RUS","Russia","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,26977,"E","Estimated value"
"SVN","Slovenia","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,33068,,
"OECD","OECD - Total","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,40974,,
"AUS","Australia","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,55540,,
"AUT","Austria","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,49945,,
"BEL","Belgium","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,48909,,
"CAN","Canada","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,51188,,
"CZE","Czech Republic","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,23864,,
"DNK","Denmark","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,51733,,
"FIN","Finland","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,45706,,
"FRA","France","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,44219,,
"DEU","Germany","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,46707,,
"GRC","Greece","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,27577,,
"HUN","Hungary","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,22787,,
"ISL","Iceland","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,63638,"E","Estimated value"
"IRL","Ireland","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,57988,,
"ITA","Italy","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,36828,,
"JPN","Japan","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,39327,,
"KOR","Korea","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,37067,,
"LUX","Luxembourg","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,63457,,
"MEX","Mexico","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,13674,,
"NLD","Netherlands","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,52740,,
"NZL","New Zealand","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,47444,"E","Estimated value"
"NOR","Norway","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,52744,,
"POL","Poland","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,25794,,
"PRT","Portugal","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,25460,,
"SVK","Slovak Republic","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,23355,,
"ESP","Spain","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,37215,,
"SWE","Sweden","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,44623,,
"CHE","Switzerland","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,64476,,
"TUR","Turkey","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,15946,"E","Estimated value"
"GBR","United Kingdom","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,43942,,
"USA","United States","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,62150,,
"BRA","Brazil","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,10968,"E","Estimated value"
"CHL","Chile","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,23233,"E","Estimated value"
"EST","Estonia","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,24079,,
"ISR","Israel","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,33126,,
"RUS","Russia","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,28970,"E","Estimated value"
"SVN","Slovenia","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,34319,,
"OECD","OECD - Total","JE_PEARN","Personal earnings","L","Value","MN","Men","USD","US Dollar","0","Units",,,44126,"E","Estimated value"
"AUS","Australia","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,43661,,
"AUT","Austria","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,38586,,
"BEL","Belgium","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,45717,,
"CAN","Canada","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,42067,,
"CZE","Czech Republic","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,18720,,
"DNK","Denmark","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,45430,,
"FIN","Finland","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,35728,,
"FRA","France","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,35893,,
"DEU","Germany","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,38405,,
"GRC","Greece","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,24878,,
"HUN","Hungary","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,18591,,
"ISL","Iceland","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,48669,"E","Estimated value"
"IRL","Ireland","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,47629,,
"ITA","Italy","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,31519,,
"JPN","Japan","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,28060,,
"KOR","Korea","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,23948,,
"LUX","Luxembourg","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,54653,,
"MEX","Mexico","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,12031,,
"NLD","Netherlands","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,42090,,
"NZL","New Zealand","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,41968,"E","Estimated value"
"NOR","Norway","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,45261,,
"POL","Poland","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,21489,,
"PRT","Portugal","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,22445,,
"SVK","Slovak Republic","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,18511,,
"ESP","Spain","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,34320,,
"SWE","Sweden","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,36372,,
"CHE","Switzerland","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,51638,,
"TUR","Turkey","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,14996,"E","Estimated value"
"GBR","United Kingdom","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,34604,,
"USA","United States","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,48448,,
"BRA","Brazil","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,9380,"E","Estimated value"
"CHL","Chile","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,18188,"E","Estimated value"
"EST","Estonia","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,18210,,
"ISR","Israel","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,24787,,
"RUS","Russia","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,23942,"E","Estimated value"
"SVN","Slovenia","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,30959,,
"OECD","OECD - Total","JE_PEARN","Personal earnings","L","Value","WMN","Women","USD","US Dollar","0","Units",,,34889,"E","Estimated value"
"AUS","Australia","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,64862,"E","Estimated value"
"AUT","Austria","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,58787,"E","Estimated value"
"BEL","Belgium","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,58076,"E","Estimated value"
"CAN","Canada","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,64808,"E","Estimated value"
"CZE","Czech Republic","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,26709,"E","Estimated value"
"DNK","Denmark","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,61377,"E","Estimated value"
"FIN","Finland","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,49985,"E","Estimated value"
"FRA","France","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,51505,"E","Estimated value"
"DEU","Germany","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,56579,"E","Estimated value"
"GRC","Greece","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,33376,"E","Estimated value"
"HUN","Hungary","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,25509,"E","Estimated value"
"ISL","Iceland","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,71218,"E","Estimated value"
"IRL","Ireland","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,69345,"E","Estimated value"
"ITA","Italy","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,41407,"E","Estimated value"
"JPN","Japan","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,45805,"E","Estimated value"
"KOR","Korea","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,44899,"E","Estimated value"
"LUX","Luxembourg","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,78804,"E","Estimated value"
"MEX","Mexico","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,15986,"E","Estimated value"
"NLD","Netherlands","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,63952,"E","Estimated value"
"NZL","New Zealand","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,57525,"E","Estimated value"
"NOR","Norway","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,55158,"E","Estimated value"
"POL","Poland","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,29972,"E","Estimated value"
"PRT","Portugal","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,33199,"E","Estimated value"
"SVK","Slovak Republic","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,25525,"E","Estimated value"
"ESP","Spain","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,47546,"E","Estimated value"
"SWE","Sweden","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,51713,"E","Estimated value"
"CHE","Switzerland","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,71839,"E","Estimated value"
"TUR","Turkey","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,21098,"E","Estimated value"
"GBR","United Kingdom","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,51610,"E","Estimated value"
"USA","United States","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,73220,"E","Estimated value"
"BRA","Brazil","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,13032,"E","Estimated value"
"CHL","Chile","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,26533,"E","Estimated value"
"EST","Estonia","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,28390,"E","Estimated value"
"ISR","Israel","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,41662,"E","Estimated value"
"RUS","Russia","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,34132,"E","Estimated value"
"SVN","Slovenia","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,40989,"E","Estimated value"
"OECD","OECD - Total","JE_PEARN","Personal earnings","L","Value","HGH","High","USD","US Dollar","0","Units",,,52134,"E","Estimated value"
"AUS","Australia","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,28796,"E","Estimated value"
"AUT","Austria","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,27591,"E","Estimated value"
"BEL","Belgium","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,33665,"E","Estimated value"
"CAN","Canada","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,26796,"E","Estimated value"
"CZE","Czech Republic","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,12265,"E","Estimated value"
"DNK","Denmark","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,33544,"E","Estimated value"
"FIN","Finland","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,27320,"E","Estimated value"
"FRA","France","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,23653,"E","Estimated value"
"DEU","Germany","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,26665,"E","Estimated value"
"GRC","Greece","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,16986,"E","Estimated value"
"HUN","Hungary","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,10733,"E","Estimated value"
"ISL","Iceland","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,35252,"E","Estimated value"
"IRL","Ireland","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,27901,"E","Estimated value"
"ITA","Italy","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,24468,"E","Estimated value"
"JPN","Japan","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,22462,"E","Estimated value"
"KOR","Korea","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,15896,"E","Estimated value"
"LUX","Luxembourg","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,36531,"E","Estimated value"
"MEX","Mexico","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,6874,"E","Estimated value"
"NLD","Netherlands","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,32878,"E","Estimated value"
"NZL","New Zealand","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,27917,"E","Estimated value"
"NOR","Norway","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,33916,"E","Estimated value"
"POL","Poland","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,12102,"E","Estimated value"
"PRT","Portugal","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,11816,"E","Estimated value"
"SVK","Slovak Republic","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,11148,"E","Estimated value"
"ESP","Spain","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,22761,"E","Estimated value"
"SWE","Sweden","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,23766,"E","Estimated value"
"CHE","Switzerland","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,35038,"E","Estimated value"
"TUR","Turkey","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,6717,"E","Estimated value"
"GBR","United Kingdom","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,22247,"E","Estimated value"
"USA","United States","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,24328,"E","Estimated value"
"BRA","Brazil","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,4667,"E","Estimated value"
"CHL","Chile","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,9950,"E","Estimated value"
"EST","Estonia","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,10759,"E","Estimated value"
"ISR","Israel","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,13185,"E","Estimated value"
"RUS","Russia","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,14551,"E","Estimated value"
"SVN","Slovenia","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,18888,"E","Estimated value"
"OECD","OECD - Total","JE_PEARN","Personal earnings","L","Value","LW","Low","USD","US Dollar","0","Units",,,21395,"E","Estimated value"
"AUS","Australia","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,95,,
"AUT","Austria","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,93,,
"BEL","Belgium","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,88,,
"CAN","Canada","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,94,,
"CZE","Czech Republic","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,90,,
"DNK","Denmark","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,96,,
"FIN","Finland","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,94,,
"FRA","France","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,89,,
"DEU","Germany","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,92,,
"GRC","Greece","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,83,,
"HUN","Hungary","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,82,,
"ISL","Iceland","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,96,,
"IRL","Ireland","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,95,,
"ITA","Italy","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,91,,
"JPN","Japan","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,91,,
"KOR","Korea","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,76,,
"LUX","Luxembourg","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,93,,
"MEX","Mexico","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,75,,
"NLD","Netherlands","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,88,,
"NZL","New Zealand","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,99,,
"NOR","Norway","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,93,,
"POL","Poland","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,86,,
"PRT","Portugal","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,85,,
"SVK","Slovak Republic","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,92,,
"ESP","Spain","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,96,,
"SWE","Sweden","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,92,,
"CHE","Switzerland","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,93,,
"TUR","Turkey","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,84,,
"GBR","United Kingdom","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,93,,
"USA","United States","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,90,,
"BRA","Brazil","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,90,,
"CHL","Chile","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,82,,
"EST","Estonia","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,90,,
"ISR","Israel","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,86,,
