Prov Number,Clinic,Division,District,Specialty,Region,Prenatal Care,Postpartum Care,Imm: Child Combo 2,Antidep Med: Contacts,Antidep Med: 84 Days,Antidep Med: 180 Days,Mental Hosp FU: 7 Day,Total PMPM,PCP consult ratio n M'car,PCP consult ratio M'care,% Female-non medicare,% Female-medicare,Avg Age-non medicare,Avg Age-medicare,Panel size-non medicare,Panel size-medicare,ER Visits/1000 non M'care,ER Visits/1000 M'care,% panel vst seen by PCP,% PCP schedule for panel,URI: Appropriate Tx,Pharyngitis: Testing,AOD: Initiation of Tx,Util: 1st Line antib use,ER Visit/1000 non-m'care,PCI ratio non-m'care,MRI/1000 enr-m'care,MRI/1000 enr-NON m'care,CT/1000enr-m'care,CT/1000enr-non m'care,Lab/1000 enr-m'care,Lab/1000 enr-NON m'care,% Generic Rx,CAD: Chol Mgt-LDL Screen,Well-Child Visit 15MO: 6+,Well-Child 3-6 YO,Well-Care Adolescent,Asthma Appropriate Meds,Screen: Chlamydia,Panel - % Medicare,PCP consult ratio,CT-MRI/1000enr-m'care,CT-MRI/1000enr-non m'care,CT-MRI/1000enr-m'care&non,AOD: Engagement of Tx,CAD: Beta Blocker Persist,Total panel size,Panel Inx:agg Pat inx #2,Controlling HBP,Panel Inx:agg Pat inx #1,Child Access 7-11YO,DM: HbA1c Test,DM: Retinal Exam,DM: LDL Screen (Annual),DM: LDL<100 (Annual),DM: LDL<130,DM: Nephropathy,Pri Care Qlty Incent Idx,Screen: Breast CA (40-69),Screen: Cervical CA,Listen carefully to you?,Explain understandably?,Spend enough time w/ you?,Respect what you said?,Your best interests 1st?,Info to diagnose/treat,Knowledge of medical hx,Helpful-clinical staff,Courtesy/Respect-clinical,Helpful-office staff,In exam room w/in 15 min,Wait time explanation,Clinician rating (0-10),Help/advice you needed,Urgent care when wanted,Appt for care when wanted,Get PCP you're happy with,Ease of seeing specialist,Get care believed nec,Overall Health Care,Courtesy/Respect-office
31217,NON,HPD,-,OTOLARYNGOLOGY (ENT),-, , , , , , , , , , , , , , , , , , , , , , , ,0.5, , , , , , , , ,0.6428571429, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31224,NON,HPD,-,FAMILY MEDICINE,-, , , , , , , , , , , , , , , , , , , ,0, , , ,0.5, , , , , , , , ,0.829787234, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31225,EVM,GPD,SNOH,FAMILY MEDICINE,EAST, , , , , , , , , , , , , , , , , , , ,0, , , ,0.5873261206, , , , , , , , ,0.8255813953, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.8,0.7333333333,0.6,0.7931034483,0.7037037037,0.5517241379,0.7,0.7333333333,0.9,0.8333333333,0.724137931,0.75,0.6666666667,0.6428571429,0.5357142857,0.2222222222,0.6785714286,0.6296296296,0.75,0.6206896552,0.9333333333
31227,NON,HPD,-,RADIOLOGY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31228,NON,HPD,-,RADIOLOGY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31231,NON,HPD,-,CARDIOLOGY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31234,NON,HPD,-,GASTROENTEROLOGY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.262295082, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31236,NON,HPD,-,CONSULTATIVE INTERNAL MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.3333333333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31238,NON,HPD,-,"SURGERY, ORTHOPEDIC",-, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,0.9833333333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31241,NON,HPD,-,FAMILY MEDICINE,-, , , , , , , , , , , , , , , , , , , ,0, , , ,0.6356589147, , , , , , , , ,0.8274602492, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.5454545455,0.5454545455,0.5454545455,0.6,0.8,0.5454545455,0.3,0.5454545455,0.7272727273,0.4545454545,0.7272727273,0.8,0.6363636364,0.2727272727,0.4,0.1818181818,0.7,0.6363636364,0.5454545455,0.5454545455,0.6
31246,NON,HPD,-,"INTERNAL MEDICINE, GENERAL",-, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,0.4166666667, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31255,NON,HPD,-,EMERGENCY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0.4736842105, , , , , , , , ,0.9363636364, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31258,NON,HPD,-,FAMILY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0.6363636364, , , , , , , , ,0.5967741935, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31259,NON,HPD,-,CARDIOLOGY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.3174603175, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31265,EWC,GPD,KNG,"PSYCHIATRY, ADULT",EAST, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.7160493827, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31266,NON,HPD,-,PULMONARY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0.1, , , , , , , , ,0.3942857143, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31268,NON,HPD,-,GASTROENTEROLOGY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.8620689655, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31270,NON,HPD,-,BEHAVIORAL SCIENCES--OTHER,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.7157894737, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31271,NON,HPD,-,GASTROENTEROLOGY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.8125, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31273,NON,HPD,-,GASTROENTEROLOGY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.3636363636, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31274,NON,HPD,-,GASTROENTEROLOGY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.6666666667, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31276,NON,HPD,-,GASTROENTEROLOGY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31281,NON,HPD,-,GASTROENTEROLOGY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.7368421053, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31299,IRF,HPD,EWNI,FAMILY MEDICINE,NTWK,1,1, , , , , ,567.1811177,0.3529411765, ,0.4470588235, ,39.59411765, ,28.33333333, ,0.1754385965, , , , , , ,0.3965517241,0.2300671141,0.3214583333, , , , , ,0.1516853933,0.7488372093, , , ,0.5, ,1,0,0.3529411765, , , , , ,28.33333333,0.7307692308,0,0.7727272727,1,1,0,1,0,0,1,0.7272727273,0.8333333333,0.8333333333,0.9459459459,0.9459459459,0.8918918919,1,0.972972973,0.8611111111,0.8285714286,0.8918918919,0.9459459459,0.8648648649,0.9444444444,0.8333333333,0.7837837838,0.6060606061,0.7419354839,0.6666666667,0.696969697,0.9032258065,0.90625,0.6764705882,0.8571428571
31303,NON,HPD,-,PULMONARY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31306,CEN,HPD,CWA,PEDIATRICS,NTWK, , , , , , , ,149.361041,4.679104478, ,0.5197368421, ,9.227941177, ,369.1428571, ,0.1164869697, ,0, ,1,1, ,0.5609756098,0.0677966102,7.110391013, ,0.0162601626, ,0.013368984, ,0.0324594257,0.4427244582, , , , , , ,0,4.679104478, ,0.0297699594,0.0297699594, , ,369.1428571,1, ,1, , , , , , , , , , ,0.75,0.75,0.625,0.75,0.75,0.75,0.625,0.875,0.875,0.875,1,1,0.5,0.875,0.75,0.75,0.75,1,1,0.5,1
31308,NON,HPD,-,RHEUMATOLOGY,-, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,0.6956521739, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31311,LYN,GPD,KNG,FAMILY MEDICINE,EAST,0.8666666667,0.5333333333,1,0.25,0.6875,0.5,0.6666666667,300.6603216,2.789808917,1.664835165,0.6081585496,0.647826087,34.88206541,77.64782609,937.6666667,57.5,0.1557050988,0.8869565217,0.5268735806,0.6438482886,1, ,0.2,0.5662337662,0.1386400984,2.716755493,0.1123775887,0.0618554502,0.411048997,0.0597225037,0.6895261845,0.0492017796,0.7570289002,1, ,0.5,0.2458100559,1,0.6666666667,0.0577792665,2.578076525,0.5565217391,0.1215779539,0.1467086026,0.1, ,995.1666667,0.5804274466,0.5454545455,0.585499316,0.8333333333,0.92,0.52,0.82,0.48,0.7,0.98,0.5820895522,0.618556701,0.7788461538,0.9444444444,0.9722222222,0.8571428571,0.9722222222,0.9444444444,0.8888888889,0.75,0.9444444444,0.9444444444,1,0.8,0.6111111111,0.7777777778,0.7714285714,0.6666666667,0.5151515152,0.7777777778,0.7419354839,0.90625,0.6666666667,1
31314,NON,HPD,-,FAMILY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31317,NON,HPD,-,NEUROSURGERY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31331,NON,HPD,-,ONCOLOGY/HEMATOLOGY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31351,NON,HPD,-,EMERGENCY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31356,NON,HPD,-,FAMILY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,0.5138888889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31358,NON,HPD,-,BEHAVIORAL SCIENCES--OTHER,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31360,NON,HPD,-,"PSYCHIATRY, ADULT",-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.7142857143, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31363,NON,HPD,-,EMERGENCY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0.2307692308, , , , , , , , ,0.880952381, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31393,NON,HPD,-,FAMILY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.3333333333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31443,RMP,HPD,EWNI,FAMILY MEDICINE,NTWK, , , ,0,1,1, ,349.1894915,1.52, ,0.4745762712, ,42.34745763, ,9.833333333, ,0.0625, ,0, , , , ,0,0.106875,1.526251151, ,0.2222222222, ,0.125, ,0.2352941176,0.6233766234,1, , ,1, , ,0,1.52, ,0.3703703704,0.3703703704, , ,9.833333333,0.619047619,0.25,0.8, ,1,1,1,0,0,1,0.6842105263,0.5,0,1,1,1,1,1,1,0.8888888889,0.8181818182,0.9090909091,0.5454545455,0.8181818182,0.3333333333,0.8181818182,0.875,0.5555555556,0.5555555556,0.8,0.9,0.7777777778,0.9,0.6363636364
31472,OLY,GPD,OLY,OBSTETRICS/GYNECOLOGY,SO, , , , , , , , , , , , , , , , , , , , , , , ,0.6578947368, , , , , , , , ,0.6563367253, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.9130434783,0.9347826087,0.8695652174,0.9565217391,0.9130434783,0.8,0.7608695652,0.8260869565,0.8043478261,0.652173913,0.8695652174,0.8,0.8043478261,0.4,0.5238095238,0.2391304348,0.6956521739,0.7142857143,0.75,0.4565217391,0.6739130435
31498,LWH,GPD,HCCD,FAMILY MEDICINE,NTWK, , , , , , , , , , , , , , , , , , , ,0, , , ,0.7533112583, , , , , , , , ,0.7896625987, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31521,NON,HPD,-,PEDIATRIC CARDIOLOGY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31524,NON,HPD,-,"INTERNAL MEDICINE, GENERAL",-, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,0.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31529,RCM,HPD,EWNI,"INTERNAL MEDICINE, GENERAL",NTWK,0.5,1, , , , , ,661.0486207,0.9863013699,1.12,0.6605657238,0.6363636364,45.69550749,71.42424242,50.08333333,5.5,0.2842639594,0.3636363636,0, , , , ,0.4,0.1879452055,0.9438290621,0.7054673721,0.2313030069, ,0.2822580645,0.3970588235,0.2853470437,0.7710918114,1, , ,0,1, ,0.0989505247,1.005847953,0.7054673721,0.5120126034,0.5325758921, , ,55.58333333,0.62,0,0.8428571429, ,0.9090909091,0.7272727273,0.8181818182,0,0,0.9090909091,0.7291666667,1,0.8125,0.9642857143,0.8928571429,0.8928571429,0.9285714286,0.8518518519,0.7407407407,0.7407407407,0.9259259259,0.8928571429,0.75,0.8571428571,0.5,0.8518518519,0.6538461538,0.4090909091,0.28,0.7307692308,0.8333333333,0.8846153846,0.7142857143,0.8928571429
31541,NON,HPD,-,OBSTETRICS/GYNECOLOGY,-, , , , , , , , , , , , , , , , , , , , , , , ,0.6666666667, , , , , , , , ,0.612244898, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31544,NON,HPD,-,"SURGERY, ORTHOPEDIC",-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.6428571429, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31559,NON,HPD,-,FAMILY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31565,NON,HPD,-,CONSULTATIVE INTERNAL MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0.1, , , , , , , , ,0.7428571429, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31567,NON,HPD,-,PEDIATRICS,-, , , , , , , , , , , , , , , , , , , , , , , ,0.4375, , , , , , , , ,0.6578947368, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31568,NON,HPD,-,EMERGENCY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0.3571428571, , , , , , , , ,0.8936170213, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31569,NON,HPD,-,GASTROENTEROLOGY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31573,NON,HPD,-,"PSYCHIATRY, ADULT",-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.75, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31574,FHC,GPD,SEA,FAMILY MEDICINE,CENT,1,1,0.5,0.5,0.5,0.5, ,239.9100374,2.364485981,1.1875,0.6066373841,0.5666666667,34.19716935,73.35555556,170.75,7.5,0.1201854289,0.2857142857,0.3291139241,0.3489932886,1, ,0.3333333333,0.6315789474,0.0835526957,2.307755591, ,0.022556391, ,0.0229705518,0.5740740741,0.0178253119,0.7558282209,1,0,0.5,0.25, ,0.6153846154,0.0420757363,2.211382114, ,0.0456282439,0.0437564951,0.3333333333, ,178.25,0.587628866,0.3846153846,0.5889570552,1,0.75,0,0.625,0.5,0.5,0.875,0.5531914894,0.4736842105,0.7678571429,0.8888888889,0.9444444444,0.8823529412,0.8888888889,0.9375,0.7647058824,0.8666666667,0.875,0.875,0.7647058824,0.8823529412,0.6666666667,0.8235294118,0.625,0.4666666667,0.3333333333,0.875,0.9230769231,0.9285714286,0.6666666667,0.8235294118
31575,FHC,GPD,SEA,FAMILY MEDICINE,CENT,1,0.375,1,0.25,1,0.75,0,233.7427098,3.623376623,4.5,0.5716743119,0.1,33.59518349,71.4,145.3333333,1.666666667,0.1422879909, ,0.3387096774,0.2966101695,1,1,0.5,0.4193548387,0.1161330049,3.720219344, ,0.0196940852, ,0.0107526882,1.739130435,0.0306859206,0.7378881988, ,1,0.3333333333,0.2972972973,1,0.7419354839,0.0113378685,3.64556962, ,0.0311041991,0.030816641,0.5, ,147,0.7012448133,0.4166666667,0.7219512195,0.8333333333,1,1,1,0.5,1,1,0.6818181818,0.5882352941,0.8709677419,0.9090909091,0.9090909091,0.8181818182,0.9545454545,0.9090909091,0.7142857143,0.6666666667,0.9090909091,0.9545454545,0.8636363636,0.8636363636,0.75,0.7272727273,0.619047619,0.6,0.4285714286,0.9047619048,0.8,0.8095238095,0.619047619,0.8181818182
31576,FHC,GPD,SEA,FAMILY MEDICINE,CENT,0.8,0.4, ,0,0.5,0.5, ,213.2517026,2.494623656,0.75,0.2129963899,0,34.57142857,75.36363636,161.5833333,1.375,0.1745095679, ,0.2952755906,0.286259542,0, ,0.4,0.6764705882,0.2118298055,2.272759413, ,0.0374414977,1,0.032398108,4.666666667,0.0454545455,0.7472868217, , , ,0.1851851852,1,0.4285714286,0.0056410256,2.422680412,1,0.0657108722,0.077014218,0.2, ,162.5,0.5573770492,0.4285714286,0.5906040268,0.5,0.8,0.8,0.7,0.2,0.2,0.7,0.5925925926,0.7647058824,0.8205128205,0.85,0.75,0.75,0.85,0.7,0.7,0.3529411765,0.7,0.8,0.75,0.8947368421,0.7142857143,0.5,0.7222222222,0.5333333333,0.4705882353,0.7894736842,0.7058823529,0.8333333333,0.5263157895,0.75
31577,NON,HPD,-,"INTERNAL MEDICINE, GENERAL",-, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,0.5714285714, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31578,FHC,GPD,SEA,FAMILY MEDICINE,CENT,0.8,0.8, ,0,0,1, ,207.7799759,3.607142857,3,0.6689221846,1,31.53552441,63.33333333,172.4166667,1,0.1044644821,1,0.3580246914,0.3625, , ,0.3333333333,0.5882352941,0.1251107752,3.158018627, ,0.0103359173, ,0.0243531202,1.222222222,0.0133555927,0.7583892617,1, ,1,0.45, ,0.65,0.0014478764,3.6, ,0.034965035,0.0349243306,0.3333333333, ,172.6666667,0.664,0.3333333333,0.6761904762, ,1,0.5,0.75,0.5,0.5,0.75,0.6293103448,0.5,0.8387096774,0.75,0.875,0.75,0.7916666667,0.7916666667,0.7916666667,0.5416666667,0.7826086957,0.8260869565,0.7083333333,0.7826086957,0.1666666667,0.6666666667,0.4761904762,0.2631578947,0.35,0.6956521739,0.6666666667,0.85,0.5652173913,0.7916666667
31580,NON,HPD,-,OPTOMETRY,-, , , , , , , , , , , , , , , , , , , , , , , ,0.9666666667, , , , , , , , ,0.835, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.8181818182,0.8181818182,0.8,0.8181818182,0.8518518519,0.7636363636,0.6363636364,0.7818181818,0.8727272727,0.8363636364,0.8888888889,0.4615384615,0.7407407407,0.7,0.6279069767,0.34,0.8235294118,0.74,0.76,0.7115384615,0.9090909091
31581,NON,HPD,-,"SURGERY, GENERAL",-, , , , , , , , , , , , , , , , , , , , , , , ,0.3333333333, , , , , , , , ,0.9057971014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31582,OLY,GPD,OLY,"SURGERY, GENERAL",SO, , , , , , , , , , , , , , , , , , , , , , , ,0.4915254237, , , , , , , , ,0.8903803132, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.7631578947,0.8157894737,0.7105263158,0.8108108108,0.7777777778,0.8108108108,0.7941176471,0.8157894737,0.8684210526,0.8648648649,0.9459459459,0.75,0.7368421053,0.4594594595,0.4848484848,0.2972972973,0.7222222222,0.7297297297,0.6486486486,0.5405405405,0.8947368421
31586,BRN,GPD,SEA,WOMEN'S HEALTH CARE,CENT, , , , , , , , , , , , , , , , , , , , , , , ,0.7822580645, , , , , , , , ,0.7580071174, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.9285714286,0.8846153846,0.8148148148,0.8571428571,0.8846153846,0.72,0.7037037037,0.9259259259,0.9642857143,0.9259259259,0.9259259259,0.6666666667,0.75,0.6153846154,0.56,0.4615384615,0.6923076923,0.64,0.652173913,0.6153846154,0.9642857143
31598,TEC,HPD,GHO,FAMILY MEDICINE,GHO, , , , , , , , , , , , , , , , , , , , , , , ,0.6153846154, , , , , , , , ,0.78, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31604,NON,HPD,-,OSTEOPATHY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.6956521739, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31606,NON,HPD,-,FAMILY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31608,NON,HPD,-,EMERGENCY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0.3529411765, , , , , , , , ,0.9090909091, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31609,NON,HPD,-,EMERGENCY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0.375, , , , , , , , ,0.8507462687, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31610,NON,HPD,-,EMERGENCY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0.4375, , , , , , , , ,0.9278350515, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31611,NON,HPD,-,DENTISTRY,-, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,0.5714285714, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31612,NON,HPD,-,OBSTETRICS/GYNECOLOGY,-, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,0.2258064516, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31616,PCS,HPD,CWA,OBSTETRICS/GYNECOLOGY,NTWK, , , , , , , , , , , , , , , , , , , , , , , ,0.4, , , , , , , , ,0.6896551724, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31620,TSC,GPD,TAC,DERMATOLOGY,SO, , , , , , , , , , , , , , , , , , , , , , , ,0.9333333333, , , , , , , , ,0.6869671133, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0.9090909091,0.8181818182,0.9166666667,1,1,0.9090909091,1,1,1,0.9166666667,0.8,0.8333333333,0.7272727273,0.5454545455,0.4545454545,0.75,0.6666666667,0.6363636364,0.6923076923,1
31625,NON,HPD,-,FAMILY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0.68, , , , , , , , ,0.8363636364, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31626,OLY,GPD,OLY,FAMILY MEDICINE,SO, , , ,0.5,0.5,0, ,265.5133449,1.668874172,1.270440252,0.4835526316,0.570464135,39.875,72.16371308,1114.666667,131.6666667,0.0986839154,0.2566037736,0.381097561,0.2808988764, , , ,0.5779569892,0.1196688093,1.376370576,0.0481099656,0.0167421532,0.1457278724,0.0359176522,0.5803030303,0.058419244,0.7706917233, , , , , , ,0.1056432201,1.585845347,0.1974633554,0.0538275902,0.0690025916, , ,1246.333333,0.3333333333, ,0.3333333333, , , , , , , ,0.4285714286,1, ,0.625,0.625,0.625,0.625,0.5714285714,0.75,0.625,0.75,0.875,0.625,0.75,0.6,0.5714285714,0.375,0.625,0.25,0.75,0.7142857143,0.8571428571,0.5,0.75
31627,VIM,HPD,CWA,"INTERNAL MEDICINE, GENERAL",NTWK, , , , , , , ,71.6845977, ,2,0.5333333333,1,43.77333333,56.41666667,6.25,1,0.1428571429, , , , , , , ,0.2442857143, , , , ,0.2857142857,0,0,0.6842105263, , , , , , ,0.1379310345,3.333333333, ,0.2857142857,0.25, , ,7.25,0.4285714286,0,0.6666666667, ,1,1,1,0,0,1,0.4615384615,0.3333333333,0.5,1,0,0,0,0,0,1,0,1,1,1, ,1,0,0,0,1,1,1,1,1
31629,YNH,HPD,CWA,FAMILY MEDICINE,NTWK, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,0.7346938776, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31631,NON,HPD,-,OTOLARYNGOLOGY (ENT),-, , , , , , , , , , , , , , , , , , , , , , , ,0.5714285714, , , , , , , , ,0.4754098361, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31632,NON,HPD,-,"SURGERY, ORTHOPEDIC",-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31633,NON,HPD,-,"SURGERY, ORTHOPEDIC",-, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,0.6785714286, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
